"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",2.64394151581272,-0.759567982791225,0.639244980799736,2.67065810745867,-0.213020778985925,2.78873923559046,3.20135862289597,6.04116061184589,2.84892395872819,0.585198644483493
"2",1.87095952934606,-0.308878612922076,-0.313705931320069,1.25199851456936,-0.015017162915981,2.28830969981687,1.28729149596101,4.6204500845667,0.0715758708346494,-0.2259599144799
"3",2.48789893121922,-2.47573536918478,-1.06683898584999,0.689222652682692,-1.74189613464811,0.888336839752056,-3.09367290636188,1.54794740120246,2.17278990468664,-2.60400455863469
"4",1.53603287822258,-0.51505106791278,1.47217523162099,1.64558958120559,-1.7973280921862,2.68842268410267,0.941761253799124,2.52969296827486,3.1143620516569,3.3746051470944
"5",4.83067381710641,1.4759663268585,2.80703914867927,2.79226251628468,2.57578669335494,5.49159905705527,4.98309151182291,7.78010832297805,8.22483540161077,3.18239644390952
"6",-6.9475359904297,-4.19492235690549,-1.85594728822043,-1.26149272952943,2.39423602716278,3.43697933237584,-4.43562703912071,-1.79377635876199,-2.29650451768177,-0.430114474642113
"7",4.20043793457937,2.66583934038279,1.76774499671618,2.6776660620522,1.12794756757895,7.70295767993207,4.36015018166358,6.38133375425859,0.939816354190003,0.0334534249384641
"8",4.59447098638544,2.79926121177805,1.07005605570309,1.66890666206632,1.87771083639696,6.96573780748992,4.31303689409491,8.22756986388298,7.94424506285233,2.72403605077859
"9",4.28226631419597,0.458887884359812,1.39869887626143,2.2597102651421,1.07783906997768,3.00747728915058,3.44526778301068,6.31720222386376,6.19330745046522,1.86523072794236
"10",4.82718814887671,2.64885783784286,3.66017071093895,2.54920768357057,1.85131765751945,5.40732851314843,6.16849450489946,7.70013208679281,7.70116416260175,3.75897374441381
"11",-1.17133224210659,-4.01301217501226,-6.05072543574035,1.48688491867881,-6.34159918240035,0.531494006030472,-5.23889399960414,-2.72234188989132,-5.91882584811763,-6.78763549784416
"12",4.36757021299009,4.96143713317034,3.6352750070122,3.38917203745102,0.918781577832722,5.49034502401936,6.24309972665087,6.76900529565113,6.98724672678477,0.336079844041637
"13",3.95985114373443,2.68667542141351,-1.15401763020888,2.47187530741808,-0.655144856548011,3.67759981747452,2.63201749906818,7.04165083444179,5.88954450555551,0.267632153851127
"14",5.12405309519838,2.57445363221919,3.62755908611597,2.24803490925499,2.70139126652001,6.33628221105183,6.60173102097528,9.07807965046973,8.60862408796528,3.18980725298423
"15",3.87408600220976,3.73798776197379,2.83953972979268,2.51624769486161,2.21125009948642,7.11297136357379,5.95246698315143,7.82675291635727,8.42441176712656,4.11256693279588
"16",3.96697946556355,1.97637705069998,2.04041424318266,2.26090867907595,1.1335397528123,6.00900978057828,4.59136782067807,6.42704437521191,3.60367861113664,1.58590877465446
